track_id,track_name,artist_name,release_year,popularity,danceability,energy,tempo,duration_ms,streams
T102169,Sky Sound,Kendrick Lamar,2009,71,0.724,0.599,94.37,275885,108270816
T102170,Light Forever,Travis Scott,2009,27,0.315,0.795,169.61,286879,81458229
T102171,Heart Paradise,Harry Styles,2013,72,0.281,0.374,100.32,299581,465547409
T102172,Love Sound,Ed Sheeran,2005,93,0.601,0.545,147.59,177732,210531218
T102173,Night Again,Taylor Swift,2020,34,0.617,0.775,77.67,279054,410793905
T102174,Moon High,Billie Eilish,2017,21,0.28,0.508,78.78,205903,435149761
T102175,Shadow Sound,Imagine Dragons,2020,30,0.923,0.225,127.36,185391,131546351
T102176,Night Paradise,Kendrick Lamar,1996,34,0.63,0.596,88.78,201552,192291559
T102177,Heart Rhythm,Doja Cat,2008,20,0.313,0.775,65.92,169338,414276391
T102178,Night Forever,Bad Bunny,1996,73,0.434,0.962,171.18,168247,38770524
T102179,Moon Forever,Billie Eilish,2023,82,0.8,0.229,66.72,278391,199795429
T102180,Night Forever,Harry Styles,1998,59,0.592,0.621,146.09,188964,42035682
T102181,Love Rhythm,Harry Styles,2011,71,0.341,0.551,99.96,278058,478624516
T102182,Moon Story,Taylor Swift,1997,98,0.277,0.389,172.02,226062,77639725
T102183,Light Alone,Travis Scott,2007,58,0.523,0.697,178.33,278882,21342454
T102184,Moon Sound,Taylor Swift,2003,23,0.453,0.328,100.25,281799,372334436
T102185,Light Story,Dua Lipa,2001,10,0.692,0.421,130.93,221692,295528767
T102186,Sky Forever,Ariana Grande,2009,90,0.894,0.81,152.76,316451,56677414
T102187,Dream Paradise,Post Malone,2017,34,0.386,0.559,74.81,216282,138188767
T102188,Love Paradise,Travis Scott,2023,68,0.841,0.975,145.14,270390,202657081
T102189,Heart Story,Billie Eilish,2023,81,0.89,0.501,168.74,182422,350164694
T102190,Shadow Alive,Bad Bunny,2005,78,0.877,0.561,81.42,271827,277996707
T102191,Dream Alone,Travis Scott,2014,14,0.914,0.434,160.65,198648,178316223
T102192,Heart High,Dua Lipa,1996,28,0.832,0.384,73.87,168069,115488569
T102193,Dance Rhythm,Kendrick Lamar,2009,32,0.645,0.919,128.2,168599,225031373
T102194,Heart Paradise,The Weeknd,2008,18,0.507,0.784,100.72,126859,404699037
T102195,Moon Alive,Kendrick Lamar,2014,59,0.569,0.46,116.61,304193,387944937
T102196,Light Sound,Dua Lipa,2016,25,0.854,0.746,96.08,148570,356897701
T102197,Heart Alone,Ed Sheeran,2005,42,0.426,0.953,91.26,149148,352752824
T102198,Heart Again,Ariana Grande,2021,11,0.319,0.258,149.18,253823,42845491
T102199,Dance Alive,Kendrick Lamar,1997,23,0.306,0.406,86.77,257575,328463657
T102200,Shadow Again,Harry Styles,2011,10,0.82,0.356,109.01,273116,64693952
T102201,Moon Again,Dua Lipa,2006,99,0.771,0.878,92.95,191779,455446382
T102202,Dream High,Taylor Swift,2018,67,0.573,0.34,88.64,225104,33120439
T102203,Sky Forever,Post Malone,2022,98,0.406,0.44,135.25,300553,121895059
T102204,Fire Alive,Harry Styles,2023,25,0.708,0.624,65.45,297216,251659255
T102205,Night Alone,Post Malone,2015,88,0.229,0.684,154.67,302393,203907178
T102206,Light High,Drake,2009,99,0.626,0.83,125.55,221310,421535448
T102207,Dream Story,Travis Scott,2010,56,0.499,0.518,159.41,216116,461545243
T102208,Sky Again,Billie Eilish,1999,53,0.933,0.617,85.56,142224,190763051
T102209,Light Again,Kendrick Lamar,2021,89,0.581,0.953,145.13,192681,181434463
T102210,Shadow Tonight,Taylor Swift,2014,23,0.614,0.432,110.47,237211,91081239
T102211,Dance Tonight,Taylor Swift,2000,33,0.734,0.394,69.22,245669,450098366
T102212,Night Alone,Ed Sheeran,2013,64,0.563,0.754,150.3,173374,360767424
T102213,Dance Paradise,Olivia Rodrigo,2019,24,0.368,0.801,151.46,139299,182577500
T102214,Fire Rhythm,Bad Bunny,1999,92,0.603,0.524,92.51,264569,431512349
T102215,Moon Alive,Imagine Dragons,1997,81,0.908,0.366,169.93,211884,353121675
T102216,Fire Alone,Post Malone,2021,43,0.507,0.808,151.68,179482,349537950
T102217,Moon Forever,Dua Lipa,1995,11,0.71,0.723,96.81,174826,221282827
T102218,Shadow Forever,Imagine Dragons,2020,36,0.934,0.883,88.69,208109,479162072
T102219,Moon Alone,Travis Scott,2022,83,0.822,0.859,112.81,302296,244678404
T102220,Light Tonight,Drake,2000,96,0.694,0.36,95.13,248865,461162183
T102221,Love Rhythm,Ariana Grande,2009,81,0.752,0.849,86.04,250754,180792012
T102222,Night Alive,The Weeknd,1996,32,0.902,0.337,107.89,245276,153296059
T102223,Night Alive,The Weeknd,2023,77,0.92,0.874,63.08,199458,163375215
T102224,Night Story,Bad Bunny,1997,23,0.927,0.801,108.17,184490,309269285
T102225,Light Again,Ariana Grande,2011,72,0.669,0.644,86.6,196543,253579142
T102226,Dream Forever,Drake,2019,74,0.489,0.701,91.72,120872,265351234
T102227,Heart Alone,Taylor Swift,2018,77,0.3,0.281,69.91,201330,183217128
T102228,Night Rhythm,Drake,2006,72,0.489,0.231,130.67,274953,62837752
T102229,Night Paradise,Harry Styles,2012,99,0.907,0.458,116.64,142388,452087740
T102230,Dream Sound,Imagine Dragons,2009,90,0.867,0.841,150.08,175589,395679468
T102231,Dream Sound,Kendrick Lamar,2006,96,0.593,0.563,178.45,296373,331321039
T102232,Sky Alive,Taylor Swift,2010,73,0.603,0.374,74.34,242021,367605921
T102233,Fire Sound,Bad Bunny,2021,41,0.432,0.851,92.69,156800,457005939
T102234,Fire Tonight,Olivia Rodrigo,2002,88,0.541,0.378,141.89,200223,188292643
T102235,Dance Story,Harry Styles,2022,22,0.736,0.836,88.48,192702,311349936
T102236,Love Story,Imagine Dragons,2008,75,0.502,0.553,63.62,128885,107870371
T102237,Love Again,Ed Sheeran,2019,28,0.341,0.562,73.18,209362,219742162
T102238,Fire High,Olivia Rodrigo,2011,33,0.606,0.413,112.04,133026,416897930
T102239,Night Tonight,Doja Cat,2023,97,0.369,0.902,111.69,173189,390240570
T102240,Fire Tonight,Taylor Swift,2015,20,0.931,0.269,176.68,143585,68628977
T102241,Love Sound,Ariana Grande,2002,68,0.493,0.313,115.91,133006,222507605
T102242,Heart Paradise,Ariana Grande,2009,95,0.882,0.696,141.37,148532,34345454
T102243,Shadow Sound,Ariana Grande,2021,24,0.369,0.863,119.06,126642,99379762
T102244,Heart Rhythm,Taylor Swift,2008,19,0.342,0.274,92.39,264628,332113903
T102245,Night Paradise,Olivia Rodrigo,2012,50,0.663,0.772,72.65,162237,305368697
T102246,Dance Forever,Doja Cat,2014,36,0.785,0.779,163.09,157996,141185672
T102247,Sky Story,Ed Sheeran,2001,69,0.625,0.654,78.32,260211,176368792
T102248,Dance Rhythm,Billie Eilish,1997,82,0.372,0.58,71.63,239268,29486461
T102249,Heart Tonight,Doja Cat,2023,61,0.228,0.45,85.66,297180,165140671
T102250,Shadow Alone,The Weeknd,2006,37,0.664,0.474,60.3,185933,145299242
T102251,Heart Again,Travis Scott,2015,74,0.298,0.726,68.64,234909,76113063
T102252,Dance Alone,Billie Eilish,2018,26,0.457,0.251,136.22,167374,236658823
T102253,Heart High,Imagine Dragons,2022,53,0.707,0.656,89.23,285617,418863873
T102254,Night Tonight,Dua Lipa,2020,19,0.274,0.417,100.62,151117,61941194
T102255,Light High,Ed Sheeran,1997,72,0.295,0.564,160.24,173106,128731173
T102256,Dance Paradise,Bad Bunny,2014,91,0.246,0.636,152.75,311938,132419565
T102257,Dance Sound,Doja Cat,2008,56,0.947,0.891,119.07,142112,89830387
T102258,Dream Again,Harry Styles,2009,47,0.49,0.652,133.56,151100,162862185
T102259,Moon Tonight,Doja Cat,2019,79,0.879,0.377,70.3,250423,6782849
T102260,Love Sound,Taylor Swift,2008,85,0.42,0.262,151.39,137158,7097297
T102261,Sky Forever,Ed Sheeran,2001,62,0.765,0.689,121.94,218643,109582521
T102262,Dream Story,Taylor Swift,2011,87,0.364,0.625,128.51,186832,47812283
T102263,Moon Rhythm,Imagine Dragons,2006,53,0.574,0.724,139.86,185823,184425558
T102264,Love Paradise,Doja Cat,2014,83,0.818,0.558,120.02,235580,256120810
T102265,Dance High,Billie Eilish,1998,63,0.812,0.844,122.6,238967,338098335
T102266,Night Again,Ed Sheeran,2003,29,0.796,0.918,119.96,171005,478939264
T102267,Sky Again,Harry Styles,2000,88,0.818,0.231,119.62,284409,481438589
T102268,Dream Again,Taylor Swift,2010,40,0.359,0.78,150.02,141102,484677703
T102269,Love Sound,Billie Eilish,2019,16,0.562,0.227,111.27,183673,405585452
T102270,Sky Sound,Doja Cat,2022,67,0.564,0.547,60.35,145218,460056612
T102271,Dream Alive,Kendrick Lamar,2016,19,0.868,0.56,133.45,172824,324847849
T102272,Love Paradise,Drake,2016,19,0.423,0.743,174.32,298655,438973255
T102273,Shadow High,Billie Eilish,2015,48,0.899,0.475,90.84,241679,156920609
T102274,Moon Again,Imagine Dragons,2015,37,0.538,0.84,157.94,290613,72665744
T102275,Love Forever,Travis Scott,1996,39,0.702,0.467,114.66,246208,2525516
T102276,Shadow Rhythm,Post Malone,2018,46,0.402,0.467,137.16,138935,110603089
T102277,Dance Rhythm,The Weeknd,2002,76,0.508,0.374,166.9,202029,187555357
T102278,Shadow Tonight,Billie Eilish,2005,52,0.732,0.733,152.52,319827,426473013
T102279,Moon Rhythm,Olivia Rodrigo,2007,88,0.585,0.26,166.15,317339,148466334
T102280,Dream Alive,Billie Eilish,2011,94,0.898,0.483,61.14,165269,11708943
T102281,Love Again,Doja Cat,2002,61,0.753,0.408,82.48,207613,29898895
T102282,Shadow Paradise,Harry Styles,2015,65,0.623,0.379,110.82,259831,441931443
T102283,Fire Paradise,Harry Styles,2012,85,0.865,0.248,161.74,223860,15248460
T102284,Fire Forever,Bad Bunny,2012,77,0.699,0.348,160.61,274560,128256295
T102285,Sky Paradise,Ariana Grande,2008,18,0.685,0.548,82.22,311287,433712779
T102286,Dance Story,Travis Scott,2009,32,0.385,0.593,77.07,129549,371925928
T102287,Dream High,Harry Styles,2000,72,0.496,0.41,160.16,280590,26584926
T102288,Light High,Harry Styles,2005,70,0.712,0.707,124.97,317679,128643060
T102289,Love Rhythm,Drake,2007,49,0.869,0.462,135.21,177125,127965781
T102290,Moon Paradise,Taylor Swift,2019,53,0.437,0.486,157.1,223375,429406458
T102291,Light Alive,Harry Styles,1995,95,0.362,0.81,85.41,307594,457843068
T102292,Light Alone,Post Malone,2022,33,0.645,0.631,76.38,286086,286818602
T102293,Heart Paradise,Taylor Swift,2000,60,0.25,0.943,163.09,294587,397173526
T102294,Night Rhythm,Ed Sheeran,2003,67,0.736,0.48,73.41,228872,277508843
T102295,Moon Forever,Doja Cat,2002,99,0.727,0.846,70.58,207932,384957955
T102296,Love Paradise,Travis Scott,2005,42,0.466,0.776,93.25,161083,490501915
T102297,Night Alive,Taylor Swift,2016,25,0.87,0.894,98.02,306567,207615417
T102298,Dance Paradise,Imagine Dragons,2013,31,0.577,0.946,88.94,185610,332146930
T102299,Heart High,Post Malone,2018,66,0.684,0.206,148.99,253060,157913745
T102300,Heart Story,Harry Styles,2003,71,0.357,0.269,176.8,226652,106764521
T102301,Dance High,Travis Scott,2011,91,0.513,0.726,83.95,313669,158759395
T102302,Dream Paradise,Bad Bunny,2006,80,0.847,0.504,153.82,282103,443814413
T102303,Fire Tonight,Imagine Dragons,2019,99,0.36,0.839,65.31,225591,290784548
T102304,Shadow Alive,Doja Cat,2008,81,0.493,0.209,74.27,188619,241804752
T102305,Shadow Alone,The Weeknd,2009,79,0.439,0.829,121.81,205738,409285291
T102306,Night Again,Travis Scott,2010,39,0.313,0.305,179.95,168934,460547332
T102307,Night Sound,Ed Sheeran,2016,32,0.417,0.426,173.92,164939,419062581
T102308,Sky Again,Kendrick Lamar,2016,41,0.375,0.956,73.43,264928,413971484
T102309,Fire Tonight,Post Malone,2022,95,0.893,0.24,88.76,299967,197474157
T102310,Light Sound,Ed Sheeran,2014,66,0.756,0.472,173.5,308498,148973323
T102311,Dance Alive,Taylor Swift,1995,18,0.437,0.266,78.09,296820,12162393
T102312,Night High,Ariana Grande,2004,40,0.773,0.866,149.13,297379,54243772
T102313,Moon Forever,Imagine Dragons,2002,80,0.217,0.748,60.13,155833,140691941
T102314,Night Tonight,Post Malone,2012,18,0.595,0.824,135.81,127954,102138988
T102315,Heart Alone,Ariana Grande,2022,22,0.388,0.611,119.35,286073,414144148
T102316,Fire Rhythm,Olivia Rodrigo,1995,67,0.286,0.479,116.52,168338,117545175
T102317,Heart Forever,Bad Bunny,1996,12,0.863,0.202,159.5,293816,120589572
T102318,Light Rhythm,Kendrick Lamar,1995,44,0.35,0.417,69.69,156936,407062490
T102319,Dream Again,Ariana Grande,1995,30,0.817,0.601,105.28,205932,311688681
T102320,Fire Paradise,Imagine Dragons,2003,73,0.51,0.718,113.52,176338,362231266
T102321,Light High,Dua Lipa,2007,61,0.211,0.379,74.87,126308,273329890
T102322,Heart Paradise,The Weeknd,1995,43,0.749,0.308,70.28,286154,83126509
T102323,Moon Again,Harry Styles,2007,44,0.647,0.357,81.55,272703,353735417
T102324,Shadow High,Imagine Dragons,2014,24,0.458,0.476,88.93,304216,23863815
T102325,Love Sound,Post Malone,2020,15,0.411,0.316,175.93,253986,483784280
T102326,Heart Alone,Taylor Swift,2016,94,0.255,0.322,117.07,230020,485135830
T102327,Love Forever,Harry Styles,2001,41,0.906,0.234,121.23,162301,316374369
T102328,Night Forever,Ariana Grande,1996,61,0.57,0.868,144.84,205854,424344536
T102329,Fire High,Post Malone,2000,92,0.264,0.371,142.11,188237,318260437
T102330,Dance Alone,Imagine Dragons,2001,37,0.852,0.841,120.33,300257,85355541
T102331,Love Tonight,Taylor Swift,2020,94,0.409,0.542,100.78,220449,484394364
T102332,Heart High,Ed Sheeran,2008,73,0.353,0.693,99.73,313745,110746853
T102333,Love Again,Doja Cat,2020,88,0.411,0.259,66.93,175611,417745696
T102334,Moon Story,Kendrick Lamar,2012,87,0.623,0.655,167.96,193023,419045790
T102335,Night Tonight,The Weeknd,2009,28,0.256,0.426,152.33,244159,373951768
T102336,Moon Sound,Taylor Swift,1996,24,0.561,0.274,134.8,174825,423088405
T102337,Fire Tonight,Dua Lipa,2004,15,0.872,0.908,107.53,169556,394028966
T102338,Shadow Again,Doja Cat,2017,82,0.341,0.671,129.9,288551,442037295
T102339,Dream Sound,Olivia Rodrigo,2006,93,0.448,0.389,118.21,154692,321210444
T102340,Sky Alone,Kendrick Lamar,2011,47,0.497,0.527,92.87,244737,21880815
T102341,Light Story,Ariana Grande,2002,35,0.64,0.478,95.83,209541,113295412
T102342,Moon Tonight,Ed Sheeran,2005,91,0.889,0.746,164.94,235569,277778450
T102343,Moon High,Dua Lipa,2023,60,0.496,0.674,136.19,182652,227403976
T102344,Dream High,Olivia Rodrigo,1997,82,0.252,0.215,60.17,191559,75725074
T102345,Dream Sound,Travis Scott,2021,62,0.461,0.354,99.22,244819,476200824
T102346,Night Rhythm,Post Malone,2000,65,0.343,0.573,100.79,201283,242178562
T102347,Light Tonight,Post Malone,2003,68,0.689,0.547,144.76,233806,308658013
T102348,Night Paradise,Bad Bunny,2000,79,0.222,0.603,144.05,203165,296599325
T102349,Moon Again,Olivia Rodrigo,2003,87,0.419,0.758,115.7,194167,32751405
T102350,Light Again,Ariana Grande,2001,67,0.609,0.732,174.12,280275,204651063
T102351,Fire Rhythm,Post Malone,2003,97,0.408,0.491,164.67,297431,438233344
T102352,Sky Story,Travis Scott,2012,22,0.613,0.885,163.95,294856,111359338
T102353,Shadow Tonight,Drake,2006,52,0.286,0.249,101.79,305591,467845792
T102354,Shadow Alive,The Weeknd,2002,85,0.907,0.656,111.72,309694,205372662
T102355,Dance High,Imagine Dragons,2002,60,0.418,0.941,110.28,291532,135006360
T102356,Light Sound,Doja Cat,2012,28,0.892,0.628,112.83,204868,481060595
T102357,Dance Alone,Taylor Swift,2022,30,0.444,0.555,166.71,193663,484481369
T102358,Light Forever,Bad Bunny,2014,92,0.786,0.304,89.89,138989,214395564
T102359,Fire High,Post Malone,2009,33,0.385,0.832,156.26,208397,283856595
T102360,Moon Story,Doja Cat,2021,35,0.702,0.492,121.68,203014,83301284
T102361,Light Rhythm,The Weeknd,2001,54,0.443,0.747,89.89,231557,73160372
T102362,Love Paradise,Harry Styles,2005,37,0.582,0.354,123.28,281850,396551403
T102363,Moon Sound,Bad Bunny,2014,91,0.705,0.233,83.45,256173,429456808
T102364,Night High,Ed Sheeran,2010,38,0.642,0.438,72.98,252146,289223401
T102365,Love High,Imagine Dragons,1998,26,0.632,0.42,160.58,136399,346555336
T102366,Fire Alone,Billie Eilish,2000,77,0.249,0.881,143.92,154295,28576024
T102367,Shadow Alive,Travis Scott,2020,53,0.387,0.874,84.6,242930,387119469
T102368,Night Tonight,Billie Eilish,2016,70,0.629,0.616,173.08,218015,82273112
T102369,Shadow Again,Billie Eilish,2020,77,0.214,0.215,62.93,188735,67658192
T102370,Moon Forever,Harry Styles,1997,83,0.388,0.378,99.99,196969,224203911
T102371,Dream Sound,Imagine Dragons,2003,34,0.372,0.698,62.6,183242,283557511
T102372,Dream Story,Travis Scott,2022,76,0.387,0.279,77.08,160568,272674843
T102373,Sky Story,Travis Scott,2004,11,0.602,0.746,81.61,229532,21673612
T102374,Heart Alone,Bad Bunny,2008,98,0.636,0.209,157.24,199027,183935612
T102375,Dream Paradise,Harry Styles,2005,58,0.882,0.732,179.16,220296,209847619
T102376,Sky Alive,Taylor Swift,2012,79,0.49,0.859,164.08,237641,477011676
T102377,Dance Tonight,Bad Bunny,2016,35,0.895,0.566,136.22,170083,188766941
T102378,Moon Story,Kendrick Lamar,2006,81,0.689,0.847,146.75,273900,356085209
T102379,Love Rhythm,The Weeknd,2017,36,0.884,0.81,122.74,132805,238506976
T102380,Shadow Sound,Taylor Swift,2006,98,0.825,0.724,110.71,204058,351360224
T102381,Sky Alive,Dua Lipa,2007,27,0.716,0.547,143.06,255361,390450926
T102382,Dance Tonight,Kendrick Lamar,2019,63,0.467,0.412,176.77,172552,405644797
T102383,Night Again,Ed Sheeran,2007,10,0.381,0.871,63.47,211199,200350080
T102384,Light Rhythm,Doja Cat,2013,70,0.367,0.706,97.69,264677,395560514
T102385,Moon Sound,Bad Bunny,2020,12,0.914,0.822,99.61,230532,47333801
T102386,Dream Alive,Doja Cat,2013,77,0.919,0.631,109.71,259489,111719730
T102387,Night Alone,Bad Bunny,2017,50,0.744,0.334,135.23,130573,186936243
T102388,Night Alone,Dua Lipa,2008,46,0.863,0.964,121.65,197769,234625050
T102389,Shadow Paradise,Travis Scott,1998,60,0.889,0.343,62.25,147710,273296812
T102390,Heart High,Imagine Dragons,2007,24,0.584,0.911,109.39,252974,112655932
T102391,Light Story,Kendrick Lamar,2002,17,0.672,0.362,134.33,230150,190936673
T102392,Light High,Ed Sheeran,2023,47,0.514,0.492,120.58,254675,290151194
T102393,Fire Forever,Harry Styles,2017,92,0.514,0.543,164.65,207372,357589528
T102394,Shadow Paradise,Imagine Dragons,2015,65,0.229,0.919,107.83,193972,382432040
T102395,Moon Alive,Dua Lipa,2017,56,0.525,0.893,61.51,228607,365890633
T102396,Love Forever,Travis Scott,2013,99,0.705,0.842,94.19,252832,306959622
T102397,Fire Forever,Harry Styles,2006,19,0.516,0.494,76.28,215497,284774831
T102398,Dream Tonight,The Weeknd,2012,87,0.854,0.204,90.03,224609,294435377
T102399,Dance Again,Ariana Grande,2000,58,0.449,0.732,103.45,147692,12879058
T102400,Night Story,Ed Sheeran,2012,50,0.3,0.521,141.2,242686,216631581
T102401,Night Alive,Taylor Swift,2013,92,0.809,0.791,98.9,265164,66587967
T102402,Light Sound,Taylor Swift,2016,39,0.705,0.82,166.09,226520,379065783
T102403,Shadow Story,Imagine Dragons,1999,14,0.381,0.543,95.95,232510,409083688
T102404,Heart Story,Dua Lipa,2018,80,0.602,0.784,76.43,206315,18789855
T102405,Moon Again,Imagine Dragons,2003,92,0.501,0.855,80.26,190880,126376755
T102406,Night Again,The Weeknd,2021,40,0.904,0.924,172.15,259337,445473752
T102407,Sky High,Post Malone,1997,61,0.655,0.654,114.58,166195,14593427
T102408,Moon Tonight,Kendrick Lamar,2022,97,0.319,0.807,108.38,134916,230650876
T102409,Dance Again,The Weeknd,2004,32,0.577,0.586,68.27,291721,409553745
T102410,Sky Sound,Travis Scott,2013,57,0.847,0.232,148.0,263334,253122502
T102411,Light Story,Doja Cat,1997,49,0.704,0.321,143.36,308206,489506472
T102412,Dream Story,Harry Styles,2023,15,0.832,0.3,105.09,295194,247182657
T102413,Sky Alive,Doja Cat,2023,47,0.388,0.334,143.01,133873,342329287
T102414,Dance Alone,Taylor Swift,2016,50,0.866,0.208,104.09,167011,444416200
T102415,Moon Paradise,Ariana Grande,2009,36,0.767,0.87,68.78,124187,361119508
T102416,Night Tonight,Ed Sheeran,1995,84,0.747,0.637,148.57,196522,472204032
T102417,Shadow Rhythm,The Weeknd,2001,78,0.46,0.499,175.82,219714,439886820
T102418,Light Paradise,Drake,2006,66,0.866,0.52,137.79,246366,47799961
T102419,Light Forever,Doja Cat,2011,26,0.678,0.561,93.18,282619,129414822
T102420,Fire Forever,Taylor Swift,2015,80,0.839,0.258,92.39,156380,386092074
T102421,Heart Rhythm,Kendrick Lamar,2020,56,0.471,0.414,171.48,143723,121455405
T102422,Shadow Forever,Taylor Swift,2023,88,0.309,0.864,96.39,222771,93985798
T102423,Moon Tonight,Post Malone,2018,22,0.449,0.78,152.18,248497,346664275
T102424,Fire Forever,The Weeknd,2014,20,0.541,0.639,137.15,223659,47637897
T102425,Heart Alive,Taylor Swift,1999,99,0.6,0.575,131.11,133460,227463365
T102426,Sky Forever,Drake,1998,95,0.583,0.402,81.73,217055,416651530
T102427,Light Paradise,Drake,2022,33,0.61,0.568,64.13,140379,396799849
T102428,Dance High,Bad Bunny,2006,82,0.831,0.666,118.64,307092,411200793
T102429,Sky Rhythm,Olivia Rodrigo,2014,13,0.328,0.756,178.58,164718,64666560
T102430,Dream Story,Travis Scott,2022,55,0.437,0.33,83.49,259874,45542932
T102431,Shadow Alone,The Weeknd,2018,27,0.866,0.834,124.42,258717,53195510
T102432,Fire Sound,Billie Eilish,2012,52,0.62,0.47,140.52,288055,2390068
T102433,Shadow Alone,Billie Eilish,2011,89,0.638,0.593,118.04,252910,166075575
T102434,Light Forever,Ariana Grande,2013,42,0.559,0.674,120.83,289488,316643536
T102435,Fire Forever,Ariana Grande,2003,19,0.612,0.581,139.35,192220,233093384
T102436,Sky Alive,Imagine Dragons,1998,82,0.349,0.646,157.79,277743,343613361
T102437,Light Rhythm,Dua Lipa,2020,68,0.61,0.287,99.99,182849,86057087
T102438,Fire Story,Taylor Swift,2015,40,0.948,0.537,167.91,176447,194831895
T102439,Fire Forever,Imagine Dragons,1996,37,0.625,0.419,118.19,303797,93665124
T102440,Light Forever,Taylor Swift,1998,69,0.233,0.267,139.43,160382,299099886
T102441,Dance Alive,Doja Cat,1996,12,0.797,0.349,72.78,207619,262255113
T102442,Night Tonight,Billie Eilish,2009,64,0.497,0.67,119.1,160953,23901182
T102443,Moon Tonight,Travis Scott,1996,23,0.315,0.353,61.93,143536,296694886
T102444,Fire High,Ariana Grande,1998,67,0.847,0.341,106.92,126182,57803546
T102445,Moon Sound,Dua Lipa,2000,98,0.348,0.631,66.54,317080,417047583
T102446,Light Alive,Imagine Dragons,2001,24,0.891,0.906,167.64,276804,111654486
T102447,Moon Alive,Dua Lipa,2004,11,0.531,0.815,140.74,222723,131848399
T102448,Night High,Ariana Grande,2013,33,0.757,0.906,155.03,226547,76287527
T102449,Moon Forever,Doja Cat,2013,87,0.61,0.655,116.12,225395,169843276
T102450,Night Alive,Ed Sheeran,2020,73,0.392,0.52,162.23,136284,374034610
T102451,Dance Story,Olivia Rodrigo,2016,80,0.703,0.769,164.76,130375,22260590
T102452,Night Forever,Travis Scott,2023,33,0.918,0.404,102.82,178771,307160012
T102453,Moon Story,Doja Cat,2006,36,0.777,0.261,105.22,168709,82539774
T102454,Moon Rhythm,Harry Styles,1997,46,0.653,0.469,120.99,316131,192480940
T102455,Dream Tonight,Bad Bunny,2007,48,0.943,0.433,65.07,277471,175138323
T102456,Heart High,Dua Lipa,2012,72,0.399,0.727,179.49,306884,77645938
T102457,Heart Tonight,Kendrick Lamar,2002,88,0.247,0.63,103.1,271911,297391386
T102458,Light High,Post Malone,2015,35,0.224,0.308,116.5,306003,366626673
T102459,Night Rhythm,Bad Bunny,2009,74,0.733,0.909,150.57,143788,208823049
T102460,Shadow Story,Post Malone,1995,13,0.823,0.663,95.7,234755,286699870
T102461,Shadow Paradise,Travis Scott,1997,38,0.676,0.557,84.2,263078,307626653
T102462,Fire Paradise,Billie Eilish,2020,10,0.879,0.931,75.29,260437,421041316
T102463,Dance High,Kendrick Lamar,2002,59,0.723,0.276,123.36,173728,322809494
T102464,Heart Tonight,The Weeknd,1998,95,0.478,0.816,60.66,313950,207562912
T102465,Light Forever,Doja Cat,2010,20,0.336,0.484,145.14,126056,159318009
T102466,Dance Again,Post Malone,2017,83,0.893,0.742,115.37,296348,152560157
T102467,Heart Paradise,Imagine Dragons,2004,68,0.278,0.926,123.82,243140,219367797
T102468,Shadow Tonight,The Weeknd,2006,71,0.607,0.604,91.58,179657,469034127
T102469,Light Alone,The Weeknd,2008,90,0.436,0.218,81.39,268132,277520236
T102470,Dance Forever,Taylor Swift,2008,45,0.404,0.223,144.0,127223,1881285
T102471,Love Rhythm,Olivia Rodrigo,1996,65,0.684,0.458,85.23,151573,32924866
T102472,Sky Paradise,Imagine Dragons,2017,99,0.373,0.81,153.61,224855,218095449
T102473,Dream Alive,Olivia Rodrigo,1999,30,0.887,0.425,84.44,216724,353471072
T102474,Sky Rhythm,Post Malone,1999,22,0.505,0.461,133.52,140323,83648268
T102475,Fire Sound,The Weeknd,2000,18,0.708,0.812,137.26,249785,78624706
T102476,Dance High,Harry Styles,2007,20,0.746,0.291,120.68,208577,416390051
T102477,Night Alone,Post Malone,2003,84,0.712,0.861,179.61,194920,419318176
T102478,Night Sound,Ariana Grande,2016,79,0.878,0.407,105.1,163582,257536765
T102479,Light Rhythm,Imagine Dragons,2022,10,0.373,0.24,166.0,186201,171595158
T102480,Fire Rhythm,Harry Styles,2023,79,0.265,0.292,80.31,281629,173201090
T102481,Love Again,Bad Bunny,2009,86,0.242,0.943,100.47,129793,416692103
T102482,Dream Paradise,Dua Lipa,2008,95,0.858,0.552,77.44,127452,154260108
T102483,Night Sound,Bad Bunny,2018,65,0.93,0.4,132.43,175749,275793590
T102484,Dream High,Dua Lipa,2001,40,0.427,0.607,136.59,316795,180356219
T102485,Dance Again,Kendrick Lamar,2019,95,0.72,0.732,114.42,178048,100060205
T102486,Love Paradise,Drake,2014,46,0.207,0.449,146.42,147943,326152631
T102487,Love Story,Olivia Rodrigo,1996,56,0.341,0.766,164.12,291530,290149432
T102488,Dance Alone,Dua Lipa,2001,87,0.717,0.397,153.19,313203,161942529
T102489,Night Tonight,Drake,2000,56,0.249,0.288,89.0,180797,40240025
T102490,Fire Alone,The Weeknd,2011,78,0.551,0.629,98.45,277014,382623855
T102491,Sky Alone,Harry Styles,2021,67,0.697,0.318,105.63,147225,43491016
T102492,Shadow Alive,Travis Scott,2019,45,0.774,0.934,84.45,160158,388597929
T102493,Dance Sound,Doja Cat,2019,41,0.54,0.2,103.35,241288,41464708
T102494,Love Paradise,The Weeknd,2022,73,0.673,0.789,88.57,209535,164792575
T102495,Heart Paradise,Post Malone,1996,80,0.605,0.418,179.49,313249,333753632
